URL	Name	Subject	Section Header	Section Index	PageViews		Name Override	Subject Re-mapping	Section Re-mapping	Omit	miles_work
Miles_at_the_Fillmore_-_Miles_Davis_1970:_The_Bootleg_Series_Vol._3	Miles at the Fillmore - Miles Davis 1970: The Bootleg Series Vol. 3	other	references	26	2086			other		1	
Miles_at_the_Fillmore_-_Miles_Davis_1970:_The_Bootleg_Series_Vol._3	Miles at the Fillmore - Miles Davis 1970: The Bootleg Series Vol. 3	other	references	26	2086			other		1	
Miles_at_the_Fillmore_-_Miles_Davis_1970:_The_Bootleg_Series_Vol._3	Miles at the Fillmore - Miles Davis 1970: The Bootleg Series Vol. 3	other	references	26	2086			other		1	
Miles_at_the_Fillmore_-_Miles_Davis_1970:_The_Bootleg_Series_Vol._3	Miles at the Fillmore - Miles Davis 1970: The Bootleg Series Vol. 3	other	references	26	2086			other		1	
Miles_at_the_Fillmore_-_Miles_Davis_1970:_The_Bootleg_Series_Vol._3	Miles at the Fillmore - Miles Davis 1970: The Bootleg Series Vol. 3	other	references	26	2086			other		1	
Miles_at_the_Fillmore_-_Miles_Davis_1970:_The_Bootleg_Series_Vol._3	Miles at the Fillmore - Miles Davis 1970: The Bootleg Series Vol. 3	other	references	26	2086			other		1	
Miles_at_the_Fillmore_-_Miles_Davis_1970:_The_Bootleg_Series_Vol._3	Miles at the Fillmore - Miles Davis 1970: The Bootleg Series Vol. 3	other	references	26	2086			other		1	
Miles_at_the_Fillmore_-_Miles_Davis_1970:_The_Bootleg_Series_Vol._3	Miles at the Fillmore - Miles Davis 1970: The Bootleg Series Vol. 3	other	references	26	2086			other		1	
Miles_at_the_Fillmore_-_Miles_Davis_1970:_The_Bootleg_Series_Vol._3	Miles at the Fillmore - Miles Davis 1970: The Bootleg Series Vol. 3	other	references	26	2086			other		1	
Miles_at_the_Fillmore_-_Miles_Davis_1970:_The_Bootleg_Series_Vol._3	Miles at the Fillmore - Miles Davis 1970: The Bootleg Series Vol. 3	other	references	26	2086			other		1	
Miles_at_the_Fillmore_-_Miles_Davis_1970:_The_Bootleg_Series_Vol._3	Miles at the Fillmore - Miles Davis 1970: The Bootleg Series Vol. 3	other	references	26	2086			other		1	
Miles_Davis_at_Newport_1955-1975:_The_Bootleg_Series_Vol._4	Miles Davis at Newport 1955-1975: The Bootleg Series Vol. 4	other	references	37	2020			other		1	
Miles_Davis_at_Newport_1955-1975:_The_Bootleg_Series_Vol._4	Miles Davis at Newport 1955-1975: The Bootleg Series Vol. 4	other	references	37	2020			other		1	
Miles_Davis_at_Newport_1955-1975:_The_Bootleg_Series_Vol._4	Miles Davis at Newport 1955-1975: The Bootleg Series Vol. 4	other	references	37	2020			other		1	
Miles_Davis_at_Newport_1955-1975:_The_Bootleg_Series_Vol._4	Miles Davis at Newport 1955-1975: The Bootleg Series Vol. 4	other	references	37	2020			other		1	
Miles_Davis_at_Newport_1955-1975:_The_Bootleg_Series_Vol._4	Miles Davis at Newport 1955-1975: The Bootleg Series Vol. 4	other	references	37	2020			other		1	
Miles_Davis_at_Newport_1955-1975:_The_Bootleg_Series_Vol._4	Miles Davis at Newport 1955-1975: The Bootleg Series Vol. 4	other	references	37	2020			other		1	
Miles_Davis_at_Newport_1955-1975:_The_Bootleg_Series_Vol._4	Miles Davis at Newport 1955-1975: The Bootleg Series Vol. 4	other	references	37	2020			other		1	
Miles_Davis_at_Newport_1955-1975:_The_Bootleg_Series_Vol._4	Miles Davis at Newport 1955-1975: The Bootleg Series Vol. 4	other	references	37	2020			other		1	
Miles_Davis_at_Newport_1955-1975:_The_Bootleg_Series_Vol._4	Miles Davis at Newport 1955-1975: The Bootleg Series Vol. 4	other	references	37	2020			other		1	
Miles_Davis_at_Newport_1955-1975:_The_Bootleg_Series_Vol._4	Miles Davis at Newport 1955-1975: The Bootleg Series Vol. 4	other	references	37	2020			other		1	
Miles_Davis_at_Newport_1955-1975:_The_Bootleg_Series_Vol._4	Miles Davis at Newport 1955-1975: The Bootleg Series Vol. 4	other	references	37	2020			other		1	
Miles_Davis_at_Newport_1955-1975:_The_Bootleg_Series_Vol._4	Miles Davis at Newport 1955-1975: The Bootleg Series Vol. 4	other	references	37	2020			other		1	
Miles_Davis_at_Newport_1955-1975:_The_Bootleg_Series_Vol._4	Miles Davis at Newport 1955-1975: The Bootleg Series Vol. 4	other	references	37	2020			other		1	
Miles_Davis_at_Newport_1955-1975:_The_Bootleg_Series_Vol._4	Miles Davis at Newport 1955-1975: The Bootleg Series Vol. 4	other	references	37	2020			other		1	
Miles_Davis_at_Newport_1955-1975:_The_Bootleg_Series_Vol._4	Miles Davis at Newport 1955-1975: The Bootleg Series Vol. 4	other	references	37	2020			other		1	
Miles_Davis_at_Newport_1955-1975:_The_Bootleg_Series_Vol._4	Miles Davis at Newport 1955-1975: The Bootleg Series Vol. 4	other	references	37	2020			other		1	
Miles_Davis_at_Newport_1955-1975:_The_Bootleg_Series_Vol._4	Miles Davis at Newport 1955-1975: The Bootleg Series Vol. 4	other	references	37	2020			other		1	
Miles_Davis_at_Newport_1955-1975:_The_Bootleg_Series_Vol._4	Miles Davis at Newport 1955-1975: The Bootleg Series Vol. 4	other	references	37	2020			other		1	
Miles_Davis_at_Newport_1955-1975:_The_Bootleg_Series_Vol._4	Miles Davis at Newport 1955-1975: The Bootleg Series Vol. 4	other	references	37	2020			other		1	
Miles_Davis_at_Newport_1955-1975:_The_Bootleg_Series_Vol._4	Miles Davis at Newport 1955-1975: The Bootleg Series Vol. 4	other	references	37	2020			other		1	
Miles_Davis_at_Newport_1955-1975:_The_Bootleg_Series_Vol._4	Miles Davis at Newport 1955-1975: The Bootleg Series Vol. 4	other	references	37	2020			other		1	
Miles_Davis_at_Newport_1955-1975:_The_Bootleg_Series_Vol._4	Miles Davis at Newport 1955-1975: The Bootleg Series Vol. 4	other	references	37	2020			other		1	
Miles_Davis_at_Newport_1955-1975:_The_Bootleg_Series_Vol._4	Miles Davis at Newport 1955-1975: The Bootleg Series Vol. 4	other	references	37	2020			other		1	
Miles_Davis_at_Newport_1955-1975:_The_Bootleg_Series_Vol._4	Miles Davis at Newport 1955-1975: The Bootleg Series Vol. 4	other	references	37	2020			other		1	
Miles_Davis_at_Newport_1955-1975:_The_Bootleg_Series_Vol._4	Miles Davis at Newport 1955-1975: The Bootleg Series Vol. 4	other	references	37	2020			other		1	
Miles_Davis_at_Newport_1955-1975:_The_Bootleg_Series_Vol._4	Miles Davis at Newport 1955-1975: The Bootleg Series Vol. 4	other	references	37	2020			other		1	
Miles_Davis_in_Europe	Miles Davis in Europe	other	references	9	1198			other		1	
Miles_Davis_in_Europe	Miles Davis in Europe	other	references	9	1198			other		1	
Miles_Davis_in_Europe	Miles Davis in Europe	other	references	9	1198			other		1	
Miles_Davis_in_Europe	Miles Davis in Europe	other	references	9	1198			other		1	
Miles_Davis_in_Europe	Miles Davis in Europe	other	references	9	1198			other		1	
Miles_Davis_in_Europe	Miles Davis in Europe	other	references	9	1198			other		1	
Miles_Davis_in_Europe	Miles Davis in Europe	other	references	9	1198			other		1	
Miles_Davis_in_Europe	Miles Davis in Europe	other	references	9	1198			other		1	
Miles_Davis_in_Europe	Miles Davis in Europe	other	references	9	1198			other		1	
Miles_Davis_in_Europe	Miles Davis in Europe	other	references	9	1198			other		1	
Miles_Davis_in_Europe	Miles Davis in Europe	other	references	9	1198			other		1	
Miles_Davis_in_Europe	Miles Davis in Europe	other	references	9	1198			other		1	
Miles_Davis_in_Europe	Miles Davis in Europe	other	references	9	1198			other		1	
Miles_Davis_in_Europe	Miles Davis in Europe	other	references	9	1198			other		1	
Miles_Davis_in_Europe	Miles Davis in Europe	other	references	9	1198			other		1	
Miles_Davis_in_Europe	Miles Davis in Europe	other	references	9	1198			other		1	
Miles_Davis_in_Europe	Miles Davis in Europe	other	references	9	1198			other		1	
Miles_Davis_in_Europe	Miles Davis in Europe	other	references	9	1198			other		1	
Miles_Davis_in_Europe	Miles Davis in Europe	other	references	9	1198			other		1	
Miles_Davis_in_Europe	Miles Davis in Europe	other	references	9	1198			other		1	
Miles_Davis_in_Europe	Miles Davis in Europe	other	references	9	1198			other		1	
Miles_Davis_in_Europe	Miles Davis in Europe	other	references	9	1198			other		1	
Miles_Davis_in_Europe	Miles Davis in Europe	other	references	9	1198			other		1	
Miles_Davis_in_Europe	Miles Davis in Europe	other	references	9	1198			other		1	
Miles_Davis_in_Europe	Miles Davis in Europe	other	references	9	1198			other		1	
Miles_Davis_in_Europe	Miles Davis in Europe	other	references	9	1198			other		1	
User:CleanupWorklistBot/lists/African_diaspora	User:CleanupWorklistBot/lists/African diaspora	other	references	147	0			other		1	
User:CleanupWorklistBot/lists/African_diaspora	User:CleanupWorklistBot/lists/African diaspora	other	references	163	0			other		1	
User:DISEman/sandbox	User:DISEman/sandbox	other	references	213	0			other		1	
User:JennKR/sign	User:JennKR/sign	other	references	29	0			other		1	
User:Zsasnow/plus_4	User:Zsasnow/plus 4	other	references	18	0			other		1	
User:Zsasnow/tenor_madness	User:Zsasnow/tenor madness	other	references	18	0			other		1	
Who%27s_Who%3F	Who's Who?	other	references	18	1784			other		1	
52nd_Street_(Manhattan)	52nd Street (Manhattan)	places	references	69	20898			places		1	
%27Round_About_Midnight	Round About Midnight	works	references	41	19756			works		1	
%27Round_About_Midnight	Round About Midnight	works	references	41	19756			works		1	
%27Round_About_Midnight	Round About Midnight	works	references	41	19756			works		1	
%27Round_About_Midnight	Round About Midnight	works	references	41	19756			works		1	
%27Round_About_Midnight	Round About Midnight	works	references	41	19756			works		1	
%27Round_About_Midnight	Round About Midnight	works	references	41	19756			works		1	
%27Round_About_Midnight	Round About Midnight	works	references	41	19756			works		1	
%27Round_About_Midnight	Round About Midnight	works	references	41	19756			works		1	
%27Round_About_Midnight	Round About Midnight	works	references	41	19756			works		1	
%27Round_About_Midnight	Round About Midnight	works	references	41	19756			works		1	
%27Round_About_Midnight	Round About Midnight	works	references	41	19756			works		1	
%27Round_About_Midnight	Round About Midnight	works	references	41	19756			works		1	
%27Round_About_Midnight	Round About Midnight	works	references	41	19756			works		1	
%27Round_About_Midnight	Round About Midnight	works	references	41	19756			works		1	
%27Round_About_Midnight	Round About Midnight	works	references	41	19756			works		1	
%27Round_About_Midnight	Round About Midnight	works	references	41	19756			works		1	
%27Round_About_Midnight	Round About Midnight	works	references	41	19756			works		1	
%27Round_About_Midnight	Round About Midnight	works	references	41	19756			works		1	
%27Round_About_Midnight	Round About Midnight	works	references	41	19756			works		1	
%27Round_About_Midnight	Round About Midnight	works	references	41	19756			works		1	
%27Round_About_Midnight	Round About Midnight	works	references	41	19756			works		1	
%27Round_About_Midnight	Round About Midnight	works	references	41	19756			works		1	
%27Round_About_Midnight	Round About Midnight	works	references	41	19756			works		1	
%27Round_About_Midnight	Round About Midnight	works	references	41	19756			works		1	
%27Round_About_Midnight	Round About Midnight	works	references	41	19756			works		1	
%27Round_About_Midnight	Round About Midnight	works	references	41	19756			works		1	
%27Round_About_Midnight	Round About Midnight	works	references	41	19756			works		1	
%27Round_About_Midnight	Round About Midnight	works	references	42	19756			works		1	
%27Round_About_Midnight	Round About Midnight	works	references	42	19756			works		1	
%27Round_About_Midnight	Round About Midnight	works	references	42	19756			works		1	
%27Round_About_Midnight	Round About Midnight	works	references	42	19756			works		1	
%27Round_About_Midnight	Round About Midnight	works	references	42	19756			works		1	
%27Round_About_Midnight	Round About Midnight	works	references	42	19756			works		1	
%27Round_About_Midnight	Round About Midnight	works	references	42	19756			works		1	
%27Round_About_Midnight	Round About Midnight	works	references	42	19756			works		1	
%C3%9Cberjam	Überjam	works	references	9	4139			works		1	
A_Funky_Thide_of_Sings	A Funky Thide of Sings	works	references	14	4016			works		1	
A_Go_Go_(John_Scofield_album)	A Go Go (John Scofield album)	works	references	10	4055			works		1	
A_Handful_of_Beauty	A Handful of Beauty	works	references	16	3726			works		1	
A_Moment%27s_Peace	A Moment's Peace	works	references	10	1862			works		1	
A_New_Perspective	A New Perspective	works	references	11	5442			works		1	
A.R.C._(album)	A.R.C. (album)	works	references	16	3008			works		1	
A.R.C._(album)	A.R.C. (album)	works	references	16	3008			works		1	
Adventures_in_Radioland	Adventures in Radioland	works	references	11	4319			works		1	
Adventures_in_Radioland	Adventures in Radioland	works	references	12	4319			works		1	
Africa/Brass	Africa/Brass	works	references	35	0			works		1	
Africa/Brass	Africa/Brass	works	references	35	0			works		1	
Africa/Brass	Africa/Brass	works	references	35	0			works		1	
Africa/Brass	Africa/Brass	works	references	35	0			works		1	
Africa/Brass	Africa/Brass	works	references	35	0			works		1	
Africa/Brass	Africa/Brass	works	references	35	0			works		1	
Africa/Brass	Africa/Brass	works	references	35	0			works		1	
Africa/Brass	Africa/Brass	works	references	35	0			works		1	
Afro_Blue_Impressions	Afro Blue Impressions	works	references	19	4100			works		1	
Afro_Blue_Impressions	Afro Blue Impressions	works	references	19	4100			works		1	
Afro_Blue_Impressions	Afro Blue Impressions	works	references	19	4100			works		1	
Afro_Blue_Impressions	Afro Blue Impressions	works	references	19	4100			works		1	
Afro_Blue_Impressions	Afro Blue Impressions	works	references	19	4100			works		1	
Afro_Blue_Impressions	Afro Blue Impressions	works	references	19	4100			works		1	
Afro_Blue_Impressions	Afro Blue Impressions	works	references	19	4100			works		1	
Afro_Blue_Impressions	Afro Blue Impressions	works	references	19	4100			works		1	
After_the_Rain_(John_McLaughlin_album)	After the Rain (John McLaughlin album)	works	references	16	2497			works		1	
Again_and_Again_(album)	Again and Again (album)	works	references	15	1457			works		1	
Again_and_Again_(album)	Again and Again (album)	works	references	15	1457			works		1	
Agharta_(album)	Agharta (album)	works	references	65	18511			works		1	
Alabama_(John_Coltrane_song)	Alabama (John Coltrane song)	works	references	6	4004			works		1	
Alabama_(John_Coltrane_song)	Alabama (John Coltrane song)	works	references	6	4004			works		1	
Alabama_(John_Coltrane_song)	Alabama (John Coltrane song)	works	references	6	4004			works		1	
Alabama_(John_Coltrane_song)	Alabama (John Coltrane song)	works	references	6	4004			works		1	
Alabama_(John_Coltrane_song)	Alabama (John Coltrane song)	works	references	6	4004			works		1	
Alabama_(John_Coltrane_song)	Alabama (John Coltrane song)	works	references	6	4004			works		1	
Alabama_(John_Coltrane_song)	Alabama (John Coltrane song)	works	references	6	4004			works		1	
Alabama_(John_Coltrane_song)	Alabama (John Coltrane song)	works	references	6	4004			works		1	
Alive_(Chick_Corea_album)	Alive (Chick Corea album)	works	references	16	1665			works		1	
Alive_(Chick_Corea_album)	Alive (Chick Corea album)	works	references	16	1665			works		1	
All_Blues	All Blues	works	references	10	13074			works		1	
All_Blues	All Blues	works	references	10	13074			works		1	
All_Blues	All Blues	works	references	10	13074			works		1	
All_Blues	All Blues	works	references	10	13074			works		1	
All_Blues	All Blues	works	references	10	13074			works		1	
All_Blues	All Blues	works	references	10	13074			works		1	
All_Blues	All Blues	works	references	10	13074			works		1	
All_Blues	All Blues	works	references	10	13074			works		1	
All_Blues	All Blues	works	references	10	13074			works		1	
All_Blues	All Blues	works	references	10	13074			works		1	
All_Blues	All Blues	works	references	10	13074			works		1	
All_Blues	All Blues	works	references	10	13074			works		1	
All_Blues	All Blues	works	references	10	13074			works		1	
All_Blues	All Blues	works	references	10	13074			works		1	
All_Blues	All Blues	works	references	10	13074			works		1	
All_Blues	All Blues	works	references	10	13074			works		1	
All_Blues	All Blues	works	references	10	13074			works		1	
All_Blues	All Blues	works	references	10	13074			works		1	
All_Blues	All Blues	works	references	10	13074			works		1	
All_Blues	All Blues	works	references	10	13074			works		1	
All_Blues	All Blues	works	references	10	13074			works		1	
All_Blues	All Blues	works	references	10	13074			works		1	
All_Blues	All Blues	works	references	10	13074			works		1	
All_Blues	All Blues	works	references	10	13074			works		1	
All_Blues	All Blues	works	references	10	13074			works		1	
All_Blues	All Blues	works	references	10	13074			works		1	
All_Blues	All Blues	works	references	10	13074			works		1	
All_Blues_(album)	All Blues (album)	works	references	18	2368			works		1	
An_Evening_with_Herbie_Hancock_%26_Chick_Corea:_In_Concert	An Evening with Herbie Hancock & Chick Corea: In Concert	works	references	22	4042			works		1	
An_Evening_with_Herbie_Hancock_%26_Chick_Corea:_In_Concert	An Evening with Herbie Hancock & Chick Corea: In Concert	works	references	23	4042			works		1	
An_Evening_with_Herbie_Hancock_%26_Chick_Corea:_In_Concert	An Evening with Herbie Hancock & Chick Corea: In Concert	works	references	23	4042			works		1	
